Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
The Ministry of Ungentlemanly Warfare,Guy Ritchie,120 min,2024,6,3,10,4,5,3,10,10,4,9,8,5,9,7,10,3,4,3,4,6
The Lucky One,Scott Hicks,101 min,2012,3,6,7,3,3,6,5,10,10,8,5,9,9,9,6,8,3,3,7,9
M*A*S*H,Robert Altman,116 min,1970,8,3,8,10,10,9,3,10,3,8,7,9,9,9,6,10,3,3,3,8
Glory,Edward Zwick,122 min,1989,10,5,4,5,4,7,5,8,6,5,9,5,5,6,8,8,8,8,8,4
Tolkien,Dome Karukoski,112 min,2019,8,3,3,3,3,9,9,8,10,5,7,4,7,3,5,7,6,3,8,4
Whiskey Tango Foxtrot,Glenn Ficarra,112 min,2016,5,9,10,9,9,10,6,7,10,3,5,6,10,8,5,8,8,9,7,10
How I Live Now,Kevin Macdonald,101 min,2013,6,9,7,3,5,10,10,8,9,9,4,10,10,5,10,3,5,6,3,9
Paths of Glory,Stanley Kubrick,88 min,1957,6,8,6,4,4,4,3,5,8,9,5,7,4,6,10,10,8,6,10,6
Mudbound,Dee Rees,134 min,2017,10,8,7,7,9,3,7,3,9,10,5,7,9,3,9,10,7,6,6,7
A Bridge Too Far,Richard Attenborough,175 min,1977,10,6,10,4,6,8,5,8,6,10,4,3,8,6,4,4,9,9,4,4
Overlord,Julius Avery,110 min,2018,7,10,9,6,4,7,4,3,8,9,4,9,7,6,7,5,5,7,4,6
The Outpost,Rod Lurie,123 min,2019,3,7,8,3,8,5,4,3,4,3,4,8,3,4,7,8,10,7,6,10
Ran,Akira Kurosawa,162 min,1985,9,6,10,9,8,9,5,5,3,4,3,10,4,7,8,5,9,10,10,10
Imperium,Daniel Ragussis,109 min,2016,6,7,8,9,7,4,5,6,6,4,8,9,9,8,9,10,4,3,10,10
Green Street Hooligans,Lexi Alexander,109 min,2005,6,7,10,6,5,8,5,6,9,10,10,8,7,3,3,3,6,7,9,10
Operation Finale,Chris Weitz,122 min,2018,6,8,7,6,10,5,3,8,10,10,9,5,6,4,8,10,4,6,6,7
Gettysburg,Ron Maxwell,271 min,1993,5,7,4,7,10,10,9,6,5,10,8,9,10,10,3,3,3,3,6,3
The Dirty Dozen,Robert Aldrich,150 min,1967,5,8,10,10,4,5,8,3,6,10,6,10,9,3,5,8,9,6,8,3
Judgment at Nuremberg,Stanley Kramer,179 min,1961,7,7,3,10,3,10,9,3,7,8,5,10,9,10,6,5,3,5,6,3
Seven Years in Tibet,Jean-Jacques Annaud,136 min,1997,9,7,6,10,4,6,6,9,3,5,3,4,4,3,3,7,4,5,7,7
A Call to Spy,Lydia Dean Pilcher,123 min,2019,6,6,7,8,10,9,3,5,8,8,9,9,7,6,3,6,7,6,9,6
Heartbreak Ridge,Clint Eastwood,130 min,1986,9,5,7,9,3,6,5,9,3,3,5,6,6,7,4,3,6,3,9,7
Australia,Baz Luhrmann,165 min,2008,8,8,10,9,6,3,5,10,6,7,9,5,8,5,8,9,4,9,3,6
The Men Who Stare at Goats,Grant Heslov,94 min,2009,9,7,4,3,7,8,7,7,9,4,7,5,4,3,4,8,10,3,9,10
Official Secrets,Gavin Hood,112 min,2019,7,6,10,8,5,4,8,5,8,7,6,4,6,8,3,9,7,4,7,9
Benediction,Terence Davies,137 min,2021,8,9,7,8,10,5,5,6,5,10,9,10,3,6,5,9,7,3,5,3
Hotel Rwanda,Terry George,121 min,2004,3,6,5,9,6,5,9,8,5,9,9,8,3,6,9,5,9,10,9,4
"Good Morning, Vietnam",Barry Levinson,121 min,1987,4,7,4,7,6,6,4,5,4,10,6,9,4,8,6,3,9,9,3,4
