Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
Asterix & Obelix: The Middle Kingdom,Guillaume Canet,187 min,2023,8,7,3,7,6,5,9,5,9,4,7,6,7,8,5,3,5,6,5,8
Indiana Jones and the Dial of Destiny,James Mangold,188 min,2023,6,3,5,3,7,6,9,4,10,5,10,10,10,6,4,3,3,10,5,5
Gladiator,Ridley Scott,189 min,2000,6,6,5,7,4,4,10,5,6,9,5,8,8,5,7,8,7,3,8,3
The Little Mermaid,Rob Marshall,190 min,2023,10,10,6,9,3,6,6,4,9,5,10,6,5,5,8,9,4,9,8,5
Avengers: Endgame,Anthony Russo,191 min,2019,8,3,8,5,3,5,7,8,9,9,3,6,10,6,6,10,10,8,6,8
65,Scott Beck,192 min,2023,6,5,7,9,4,8,8,6,5,10,8,6,5,9,7,4,3,8,10,8
Strange World,Don Hall,193 min,2022,9,3,5,9,10,9,5,4,10,4,5,3,7,10,8,7,6,4,8,8
Guardians of the Galaxy Vol. 3,James Gunn,194 min,2023,7,7,10,4,4,9,8,7,7,5,8,6,10,8,8,7,8,6,4,10
Arctic,Joe Penna,195 min,2018,8,7,4,9,5,3,3,7,10,6,10,9,8,4,3,5,3,8,5,8
Puss in Boots,Chris Miller,196 min,2011,9,3,9,8,7,9,7,3,7,9,7,10,6,10,8,10,3,10,3,7
Barbie,Greta Gerwig,197 min,2023,10,9,10,3,6,9,3,4,5,3,3,10,3,7,3,6,7,7,9,9
Raiders of the Lost Ark,Steven Spielberg,198 min,1981,9,7,7,5,7,10,5,3,3,8,4,5,6,3,6,6,4,5,5,6
Minions: The Rise of Gru,"Kyle Balda, 
Brad Ableson, 
Jonathan del Val",199 min,2022,6,10,5,7,7,10,6,7,4,3,7,7,10,7,8,9,10,4,9,4
Independence Day,Roland Emmerich,200 min,1996,10,5,4,4,6,3,4,7,10,9,8,3,4,8,6,4,5,7,4,10
The Expendables 4,Scott Waugh,201 min,2023,9,4,9,8,10,9,8,5,3,3,4,6,10,6,5,9,8,10,5,10
Inglourious Basterds,Quentin Tarantino,202 min,2009,3,7,10,6,6,10,9,7,9,3,8,7,9,6,8,9,10,9,3,4
The Amazing Maurice,Toby Genkel,203 min,2022,10,8,3,10,10,7,10,3,7,4,5,8,8,8,10,10,5,9,4,10
No Time to Die,Cary Joji Fukunaga,204 min,2021,8,5,3,6,6,8,4,8,3,6,7,9,8,9,10,3,9,10,8,7
Uncharted,Ruben Fleischer,205 min,2022,3,8,6,10,5,4,10,5,7,10,10,6,5,9,6,4,5,5,9,9
Strays,Josh Greenbaum,206 min,2023,6,4,5,10,3,5,4,3,10,10,7,3,9,3,5,9,10,9,8,6
Vesper,Kristina Buozyte,207 min,2022,6,9,3,8,6,8,3,4,9,5,9,9,6,10,6,9,8,3,3,4
Shazam! Fury of the Gods,David F. Sandberg,208 min,2023,7,9,8,9,7,4,6,8,6,6,7,7,4,3,7,8,5,4,6,8
Harry Potter and the Goblet of Fire,Mike Newell,209 min,2005,9,4,8,6,9,5,5,7,9,6,8,6,6,4,10,9,3,7,10,4
The Suicide Squad,James Gunn,210 min,2021,9,8,4,9,4,3,4,3,6,5,10,6,4,9,4,10,10,10,3,5
The Mummy,Stephen Sommers,211 min,1999,8,9,6,3,9,7,3,10,8,9,6,7,5,10,9,9,3,9,4,3
Back to the Future,Robert Zemeckis,212 min,1985,5,4,7,6,7,10,7,6,10,6,5,3,8,8,6,9,6,10,9,5
Jurassic Park,Steven Spielberg,213 min,1993,8,6,10,3,5,6,6,10,8,7,9,7,6,5,4,6,8,3,10,10
Kingsman: The Golden Circle,Matthew Vaughn,214 min,2017,6,6,8,9,3,6,8,6,3,7,10,9,10,5,7,9,3,7,4,7
The Goonies,Richard Donner,215 min,1985,9,8,5,6,3,3,10,3,6,5,7,7,4,4,9,10,6,6,6,3
Willow,Ron Howard,216 min,1988,5,4,7,9,6,8,7,4,9,10,9,7,10,5,9,9,7,6,9,5
The Grand Budapest Hotel,Wes Anderson,217 min,2014,5,9,9,10,3,9,3,3,4,9,5,3,9,9,9,6,8,3,3,4
Edge of Tomorrow,Doug Liman,218 min,2014,6,5,4,8,7,6,8,8,10,6,6,9,6,6,9,4,10,9,3,3
Dances with Wolves,Kevin Costner,219 min,1990,3,3,7,8,7,6,7,4,9,8,4,3,5,5,9,6,3,4,5,9
The Lord of the Rings: The Return of the King,Peter Jackson,220 min,2003,9,7,5,8,5,3,5,4,3,3,6,4,5,9,6,5,6,4,4,9
Sing 2,Garth Jennings,221 min,2021,8,8,3,8,6,7,9,4,9,4,8,7,3,7,9,8,4,10,3,5
The Lost City,Aaron Nee,222 min,2022,5,10,8,10,10,8,6,10,5,5,10,8,5,10,8,3,6,6,3,5
The Blue Lagoon,Randal Kleiser,223 min,1980,4,8,9,7,8,7,10,6,5,9,4,9,9,8,5,5,9,6,8,10
Dune: Part Two,Denis Villeneuve,224 min,2023,4,4,5,8,3,10,9,6,7,8,10,3,9,10,9,8,9,7,8,10
The Hunger Games: Catching Fire,Francis Lawrence,225 min,2013,7,8,9,6,3,7,9,7,6,6,9,5,7,4,3,8,5,9,3,3
The King's Man,Matthew Vaughn,226 min,2021,9,3,7,4,8,8,5,10,4,4,10,6,10,8,6,5,9,5,7,6
Doctor Strange in the Multiverse of Madness,Sam Raimi,227 min,2022,7,5,5,4,4,5,9,5,5,4,8,5,8,6,8,7,10,10,5,8
Beast,Baltasar Kormákur,228 min,2022,9,4,5,7,7,3,7,4,3,10,8,7,3,6,10,10,8,7,8,4
Eternals,Chloé Zhao,229 min,2021,9,7,6,8,7,10,6,7,8,3,10,10,10,7,9,5,4,10,10,9
Harry Potter and the Deathly Hallows: Part 2,David Yates,230 min,2011,10,7,5,5,7,9,7,3,10,7,8,5,5,6,5,7,7,5,5,3
Guardians of the Galaxy,James Gunn,231 min,2014,4,8,10,9,5,5,9,3,3,7,7,5,3,4,6,8,4,8,7,3
The Princess Bride,Rob Reiner,232 min,1987,3,10,8,6,3,4,6,6,4,6,10,8,6,8,3,3,8,4,10,3
Wonka,Paul King,233 min,2023,9,5,5,6,6,7,3,8,4,6,9,5,7,5,8,4,5,3,10,4
Prey,Dan Trachtenberg,234 min,2022,4,4,5,7,4,6,5,7,9,4,7,3,4,3,6,8,6,10,5,10
Mad Max: Fury Road,George Miller,235 min,2015,4,10,6,3,5,6,7,9,9,4,7,4,8,8,7,10,5,3,4,8
Free Guy,Shawn Levy,236 min,2021,7,10,4,3,4,5,3,8,9,8,4,6,3,10,9,4,7,4,5,8
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,237 min,2004,3,10,6,7,4,8,10,9,3,5,10,3,7,5,5,10,9,9,7,7
Star Wars,George Lucas,238 min,1977,9,8,9,3,5,6,9,8,10,10,3,3,7,6,7,4,4,7,9,5
GoldenEye,Martin Campbell,239 min,1995,6,8,9,4,8,10,6,9,4,9,8,6,8,4,5,8,8,3,6,7
Fantastic Beasts: The Secrets of Dumbledore,David Yates,240 min,2022,6,8,8,7,9,8,4,7,4,7,10,9,8,6,5,4,9,3,4,8
Harry Potter and the Chamber of Secrets,Chris Columbus,161 min,2002,7,6,3,10,5,5,6,8,9,3,5,3,8,3,5,8,5,5,9,3
Suicide Squad,David Ayer,162 min,2016,6,5,4,6,7,10,6,6,10,4,9,8,6,8,4,10,5,10,5,10
Deliverance,John Boorman,163 min,1972,4,7,4,5,4,10,7,9,9,6,10,6,3,8,4,6,4,6,3,3
Avengers: Infinity War,Anthony Russo,164 min,2018,3,6,5,10,8,5,7,10,4,6,8,7,10,5,6,7,7,8,7,8
Transformers: Rise of the Beasts,Steven Caple Jr.,165 min,2023,4,4,8,3,6,5,8,6,4,6,4,7,3,3,9,3,5,8,6,4
Wonder Woman 1984,Patty Jenkins,166 min,2020,8,9,7,9,3,8,9,6,5,5,10,8,10,10,7,3,8,7,9,5
Deadpool 2,David Leitch,167 min,2018,10,9,7,5,9,9,4,7,8,4,5,7,8,4,6,6,7,10,3,7
Kingsman: The Secret Service,Matthew Vaughn,168 min,2014,3,5,7,5,10,4,8,6,4,5,4,10,4,6,10,6,10,8,3,4
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,169 min,2003,7,3,8,8,9,7,7,9,9,9,10,6,8,9,7,5,6,9,8,8
The Bad Guys,Pierre Perifel,170 min,2022,4,5,10,3,6,3,9,7,8,4,8,8,8,6,4,6,5,7,9,10
Ant-Man and the Wasp,Peyton Reed,171 min,2018,5,10,7,6,6,5,6,7,8,5,6,10,8,4,6,4,7,8,7,7
The Hunger Games: The Ballad of Songbirds and Snakes,Francis Lawrence,172 min,2023,7,8,9,10,6,4,10,8,5,5,4,8,4,8,3,8,8,9,10,4
The Sea Beast,Chris Williams,173 min,2022,10,6,3,3,4,5,9,7,3,5,5,9,10,9,8,3,7,4,4,9
The Lord of the Rings: The Two Towers,Peter Jackson,174 min,2002,9,4,7,5,6,7,10,9,4,5,7,6,4,9,4,7,6,4,9,9
Indiana Jones and the Last Crusade,Steven Spielberg,175 min,1989,7,10,6,5,3,10,3,8,5,10,7,9,5,7,9,10,3,9,9,3
Mission: Impossible - Fallout,Christopher McQuarrie,176 min,2018,7,6,6,7,4,6,10,9,3,3,9,7,4,7,3,3,9,3,10,9
Rogue One: A Star Wars Story,Gareth Edwards,177 min,2016,5,4,7,4,3,4,9,9,4,3,6,3,5,4,5,7,7,4,8,10
Spirited Away,Hayao Miyazaki,178 min,2001,5,7,9,7,6,10,7,10,4,10,6,7,5,9,7,7,3,7,8,6
The Man from U.N.C.L.E.,Guy Ritchie,179 min,2015,5,4,3,4,7,3,6,9,5,6,4,8,7,8,9,4,5,3,9,3
Stand by Me,Rob Reiner,180 min,1986,3,3,3,9,10,4,7,6,6,6,10,4,3,6,5,10,4,8,4,6
Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,181 min,2023,6,10,9,3,10,5,10,3,7,3,8,8,6,9,8,4,4,6,3,10
Spider-Man: Into the Spider-Verse,Bob Persichetti,182 min,2018,6,8,4,3,5,3,7,3,5,7,10,3,7,6,7,5,6,6,6,6
Ready Player One,Steven Spielberg,183 min,2018,6,3,10,6,6,9,8,5,10,8,5,5,4,9,6,4,5,6,6,7
Harry Potter and the Order of the Phoenix,David Yates,184 min,2007,8,5,10,6,9,10,7,3,8,8,9,6,9,8,3,7,10,8,10,10
Spider-Man,Sam Raimi,185 min,2002,3,4,7,7,5,3,6,5,7,10,7,4,8,3,6,3,7,6,10,10
Enola Holmes 2,Harry Bradbeer,186 min,2022,8,5,9,8,7,8,8,6,6,7,8,6,7,8,8,9,8,7,8,3
Aliens,James Cameron,187 min,1986,7,10,9,10,3,5,5,3,9,4,3,3,8,8,4,7,8,4,3,5
The Lion King,Roger Allers,188 min,1994,4,9,10,6,8,5,8,6,10,7,6,8,6,7,10,5,4,6,6,7
The Meg 2: The Trench,Ben Wheatley,189 min,2023,5,7,8,9,6,7,3,10,9,6,9,8,7,6,3,8,4,9,5,10
Mission: Impossible - Dead Reckoning - Part One,Christopher McQuarrie,190 min,2023,7,9,5,3,6,8,8,3,6,4,9,4,5,8,3,9,8,4,6,6
The Fifth Element,Luc Besson,191 min,1997,7,8,10,6,3,5,8,3,3,3,8,5,9,5,4,6,5,8,3,4
Zack Snyder's Justice League,Zack Snyder,192 min,2021,7,7,3,5,4,5,7,7,10,10,4,3,9,8,9,3,9,7,4,9
Oblivion,Joseph Kosinski,193 min,2013,7,6,7,3,9,5,4,8,3,3,6,5,4,7,5,10,4,6,7,3
Harry Potter and the Deathly Hallows: Part 1,David Yates,194 min,2010,8,7,10,7,10,6,6,10,4,4,10,3,4,8,8,7,9,4,9,10
Casino Royale,Martin Campbell,195 min,2006,6,4,7,10,7,5,4,5,8,9,7,4,9,8,6,5,5,3,4,7
Almost Famous,Cameron Crowe,196 min,2000,8,9,8,3,5,7,3,4,5,4,8,7,4,7,7,4,5,6,3,3
2001: A Space Odyssey,Stanley Kubrick,197 min,1968,8,8,10,8,8,10,4,8,3,8,3,5,7,3,7,3,5,5,4,3
Shrek,Andrew Adamson,198 min,2001,7,3,9,7,8,9,3,3,4,3,4,10,9,3,6,7,5,9,6,4
The Day After Tomorrow,Roland Emmerich,199 min,2004,5,3,6,9,9,8,3,5,10,7,5,4,9,7,8,7,5,8,7,10
War of the Worlds,Steven Spielberg,200 min,2005,7,4,9,5,5,4,4,9,5,5,7,5,8,7,8,6,3,9,10,4
Gladiator 2,Ridley Scott,201 min,2024,7,3,3,4,6,4,10,5,10,8,8,9,10,5,10,8,7,6,7,5
Man of Steel,Zack Snyder,202 min,2013,5,6,6,4,3,7,4,8,9,9,8,5,4,7,9,6,7,3,8,10
Captain America: The First Avenger,Joe Johnston,203 min,2011,8,8,9,8,3,4,3,4,7,7,5,7,4,9,8,4,9,5,4,9
Thunivu,H. Vinoth,204 min,2023,3,3,7,7,6,3,7,3,7,8,7,3,6,5,9,8,10,5,5,5
Moonfall,Roland Emmerich,205 min,2022,4,5,3,4,3,10,3,6,7,5,4,9,6,10,4,4,4,7,5,7
Shazam!,David F. Sandberg,206 min,2019,9,10,5,10,8,4,5,6,5,5,9,10,5,9,5,5,6,6,5,6
Indiana Jones and the Temple of Doom,Steven Spielberg,207 min,1984,5,4,10,7,7,10,4,5,3,4,10,5,4,10,7,8,7,7,8,3
Cars,John Lasseter,208 min,2006,5,8,3,10,3,5,7,9,7,4,9,7,8,4,9,4,3,6,9,8
Apocalypto,Mel Gibson,209 min,2006,3,10,7,10,5,9,5,7,8,9,4,5,9,6,3,8,10,7,3,5
Star Wars: The Rise Of Skywalker,J.J. Abrams,210 min,2019,3,10,10,9,4,9,8,7,6,7,10,9,7,10,10,7,5,8,4,3
Jung_E,Sang-ho Yeon,211 min,2023,5,3,8,6,10,4,10,8,4,5,8,6,7,10,3,4,3,3,3,9
Aquaman and the Lost Kingdom,James Wan,212 min,2023,4,10,7,10,5,8,10,6,5,10,3,9,10,4,10,6,3,9,10,9
