Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
The Sandlot,David Mickey Evans,101 min,1993,6,5,3,10,7,9,4,9,3,3,9,8,9,6,4,7,5,3,9,3
Million Dollar Baby,Clint Eastwood,132 min,2004,3,7,8,4,4,5,4,4,8,5,4,6,10,6,8,3,5,7,10,10
Raging Bull,Martin Scorsese,129 min,1980,4,10,3,7,4,10,6,6,4,9,6,6,3,6,4,3,9,7,5,3
Southpaw,Antoine Fuqua,124 min,2015,6,7,7,9,8,9,5,3,6,9,7,8,10,3,5,6,7,6,6,6
The Basketball Diaries,Scott Kalvert,102 min,1995,10,6,7,3,9,3,4,8,6,6,10,7,9,3,4,4,6,5,4,3
King Richard,Reinaldo Marcus Green,144 min,2021,7,8,7,9,5,4,7,8,7,4,4,4,10,6,4,6,10,3,5,8
The Longest Yard,Robert Aldrich,121 min,1974,8,4,3,10,9,8,9,8,9,6,8,4,3,4,7,10,6,7,10,5
The Black Stallion,Carroll Ballard,118 min,1979,5,3,6,8,6,5,4,5,3,3,3,5,5,3,9,9,7,7,5,6
The Fighter,David O. Russell,116 min,2010,4,3,10,8,4,9,7,4,4,9,10,10,6,10,9,6,6,10,8,6
Caddyshack,Harold Ramis,98 min,1980,8,9,8,6,7,5,7,4,9,10,6,7,7,8,7,10,10,9,3,5
Rocky V,John G. Avildsen,104 min,1990,7,10,3,9,7,9,10,8,4,4,8,6,5,4,3,9,9,9,9,9
Vision Quest,Harold Becker,107 min,1985,3,10,6,4,7,5,9,5,3,5,6,3,4,6,5,9,10,3,10,9
Point Break,Ericson Core,114 min,2015,10,3,10,9,4,6,4,7,10,4,10,10,8,4,5,6,9,9,6,7
Rocky III,Sylvester Stallone,99 min,1982,5,3,3,3,8,4,10,3,6,8,6,10,9,8,5,9,10,9,8,3
The Replacements,Howard Deutch,118 min,2000,9,7,7,7,3,3,7,10,9,4,5,7,8,9,10,3,7,6,10,4
Home Team,Charles Kinnane,95 min,2022,7,5,4,4,4,9,7,3,3,10,5,8,5,7,4,3,7,3,3,8
Waves,Trey Edward Shults,135 min,2019,9,8,7,6,7,6,4,10,10,6,7,10,5,5,6,10,3,3,10,7
Ski School,Damian Lee,89 min,1990,9,9,7,6,10,3,6,10,3,3,10,3,5,9,3,8,6,4,9,10
Space Jam: A New Legacy,Malcolm D. Lee,115 min,2021,5,3,6,9,10,8,3,9,6,7,9,7,5,4,7,10,9,9,6,9
Cars 2,John Lasseter,106 min,2011,8,7,9,9,9,9,6,6,7,9,4,5,7,4,4,8,9,9,3,9
Rocky II,Sylvester Stallone,119 min,1979,8,5,3,6,3,10,3,4,4,9,5,5,9,8,8,10,10,6,9,8
The Karate Kid,Harald Zwart,140 min,2010,6,7,10,8,9,5,7,10,7,10,9,8,8,7,9,3,5,7,3,10
Space Jam,Joe Pytka,88 min,1996,3,7,6,9,6,8,5,10,5,8,3,7,10,9,9,9,5,5,5,8
Real Steel,Shawn Levy,127 min,2011,5,5,4,4,5,4,4,8,3,9,9,4,9,3,10,10,7,7,3,7
In from the Side,Matt Carter,134 min,2022,5,10,10,9,9,6,4,5,9,4,6,6,3,4,6,4,7,10,8,5
The Mighty Ducks,Stephen Herek,104 min,1992,9,8,5,6,7,5,10,8,9,10,6,4,5,5,7,3,9,5,8,10
Varsity Blues,Brian Robbins,106 min,1999,9,4,3,9,7,6,7,9,4,3,10,6,4,6,5,3,8,9,3,6
Gran Turismo,Neill Blomkamp,134 min,2023,9,10,8,3,4,10,3,9,9,4,9,3,5,9,3,10,9,3,10,7
The Cannonball Run,Hal Needham,95 min,1981,6,5,8,6,6,10,6,3,6,4,8,6,8,4,3,5,4,5,7,8
Little Giants,Duwayne Dunham,107 min,1994,10,7,4,6,6,9,4,8,5,4,6,3,5,4,10,9,5,4,8,3
Sous emprise,David M. Rosenthal,118 min,2022,8,9,3,5,3,8,6,8,9,7,5,7,3,8,4,5,10,10,10,7
Lamborghini: The Man Behind the Legend,Bobby Moresco,97 min,2022,10,9,7,7,9,8,6,5,9,5,8,8,5,5,5,8,6,7,3,5
The Survivor,Barry Levinson,129 min,2021,8,9,6,6,4,3,6,7,5,5,4,9,3,9,6,9,9,4,5,4
Fighting with My Family,Stephen Merchant,108 min,2019,8,3,3,9,3,10,3,8,5,10,7,5,9,6,6,10,3,5,9,9
Cars 3,Brian Fee,102 min,2017,5,10,9,10,6,7,7,6,9,5,10,5,9,5,9,5,4,3,3,5
Uncle Drew,Charles Stone III,103 min,2018,8,5,6,3,8,10,4,5,3,5,4,5,7,5,8,7,3,10,5,9
Days of Thunder,Tony Scott,107 min,1990,6,9,5,3,9,5,8,9,5,10,8,3,9,4,9,8,9,9,6,8
Nacho Libre,Jared Hess,92 min,2006,7,9,5,6,10,3,9,6,9,7,7,6,10,8,10,8,4,8,8,6
Any Given Sunday,Oliver Stone,162 min,1999,7,10,9,7,8,8,7,8,9,7,4,6,10,6,6,9,8,3,4,7
17 Again,Burr Steers,102 min,2009,3,5,9,3,7,9,5,5,5,10,5,4,10,7,6,4,7,10,9,5
Never Back Down,Jeff Wadlow,113 min,2008,7,7,4,8,8,6,9,3,10,3,10,6,10,6,5,6,4,6,4,10
Whip It,Drew Barrymore,111 min,2009,9,3,7,6,3,5,10,7,8,6,8,9,3,3,10,3,3,6,4,6
Foxcatcher,Bennett Miller,134 min,2014,6,6,9,5,6,10,6,8,9,6,7,3,9,3,10,6,4,5,6,8
Back to School,Alan Metter,96 min,1986,7,3,7,10,4,4,3,10,4,9,6,4,3,9,6,6,10,8,9,4
Cool Runnings,Jon Turteltaub,98 min,1993,4,10,3,9,6,7,4,8,9,4,7,10,6,4,6,7,4,3,8,4
The Prizefighter and the Lady,W.S. Van Dyke,102 min,1933,3,3,6,4,4,5,7,3,3,5,4,6,7,10,8,6,3,10,5,7
Field of Dreams,Phil Alden Robinson,107 min,1989,3,10,4,7,8,4,8,7,10,5,6,6,5,10,7,5,7,6,5,5
The Natural,Barry Levinson,138 min,1984,10,3,6,7,10,4,7,9,7,7,3,4,4,8,3,10,5,6,6,9
Next Goal Wins,Taika Waititi,97 min,2023,7,3,6,8,6,4,10,10,8,9,3,3,8,9,10,10,5,5,6,4
American Underdog,Andrew Erwin,112 min,2021,7,3,7,10,7,5,10,6,5,3,7,5,8,10,8,9,4,6,4,3
Rookie of the Year,Daniel Stern,103 min,1993,7,10,4,10,4,10,4,7,5,5,6,9,9,5,5,4,10,3,10,9
Stick It,Jessica Bendinger,103 min,2006,5,7,8,5,5,10,3,3,6,7,8,5,10,3,5,9,10,8,6,7
Friday Night Lights,Peter Berg,118 min,2004,3,3,6,5,7,4,4,9,3,5,7,4,5,4,4,5,9,3,5,3
Bloodsport,Newt Arnold,92 min,1988,3,10,3,3,3,4,5,9,6,9,3,4,4,3,8,10,3,4,9,9
Draft Day,Ivan Reitman,110 min,2014,7,7,8,3,6,5,5,3,8,9,7,6,5,4,9,8,5,5,9,8
The Art of Racing in the Rain,Simon Curtis,109 min,2019,3,3,9,8,3,8,5,5,3,3,8,5,3,10,8,3,10,5,6,9
Soul Surfer,Sean McNamara,112 min,2011,8,3,4,9,8,10,7,10,4,6,3,10,5,6,4,10,7,9,6,10
Goon,Michael Dowse,92 min,2011,5,10,3,4,4,5,9,5,7,6,6,10,5,6,7,6,7,8,9,10
Hooligans,Lexi Alexander,109 min,2005,3,10,4,5,9,7,10,3,9,10,6,9,3,3,5,6,8,4,7,10
Blades of Glory,Josh Gordon,93 min,2006,3,7,10,4,10,9,4,4,7,8,10,7,9,4,8,9,6,6,6,7
Major League II,David S. Ward,105 min,1994,7,9,7,8,10,9,4,8,7,6,7,9,10,4,6,4,7,9,6,4
The First Slam Dunk,Takehiko Inoue,124 min,2022,6,10,7,10,3,10,5,9,7,10,4,9,4,4,9,3,8,10,8,9
The Color of Money,Martin Scorsese,119 min,1986,5,8,10,9,4,3,5,7,6,10,3,7,6,7,5,8,4,8,9,4
The Karate Kid Part II,John G. Avildsen,113 min,1986,3,9,9,6,3,3,4,3,5,10,4,6,6,4,10,6,3,4,9,6
Surf's Up,Ash Brannon,85 min,2007,5,3,6,5,9,8,4,8,5,3,5,4,3,5,8,9,9,10,8,6
Invincible,Ericson Core,105 min,2006,9,7,5,9,5,6,7,4,5,6,4,4,10,10,5,7,6,7,4,9
Ali,Michael Mann,157 min,2001,6,9,9,5,7,3,3,9,6,4,10,8,7,8,10,7,7,3,9,8
Rumble,Hamish Grieve,95 min,2021,7,4,4,4,8,7,10,8,4,10,10,4,5,8,8,7,10,3,9,7
The Karate Kid Part III,John G. Avildsen,112 min,1989,7,9,8,9,6,5,6,5,5,8,9,5,4,4,9,6,9,9,3,4
Eddie the Eagle,Dexter Fletcher,106 min,2015,4,7,4,8,7,8,6,9,7,4,5,3,3,3,8,4,10,3,6,8
Miracle,Gavin O'Connor,135 min,2004,6,10,3,6,10,5,8,6,8,6,9,7,7,7,3,3,7,10,9,4
Spy Kids 4: All the Time in the World,Robert Rodriguez,89 min,2011,8,8,5,10,3,7,5,8,9,6,7,5,4,4,4,9,7,3,3,10
Invictus,Clint Eastwood,134 min,2009,6,5,3,10,7,9,4,9,3,3,9,8,7,6,7,6,4,10,10,6
Cinderella Man,Ron Howard,144 min,2005,3,7,8,4,4,5,4,4,8,5,9,9,7,6,10,3,6,10,3,3
Here Comes the Boom,Frank Coraci,105 min,2012,4,10,3,7,4,10,6,6,4,9,5,3,6,9,10,8,3,9,6,7
Speed Racer,Lana Wachowski,135 min,2008,6,7,7,9,8,9,5,3,6,9,8,7,9,9,9,9,6,6,7,9
Trouble with the Curve,Robert Lorenz,111 min,2012,10,6,7,3,9,3,4,8,6,6,8,5,3,6,3,10,3,4,4,9
The Game Plan,Andy Fickman,110 min,2007,7,8,7,9,5,4,7,8,7,4,6,7,10,8,9,5,7,10,7,10
BASEketball,David Zucker,103 min,1998,8,4,3,10,9,8,9,8,9,6,3,7,6,9,6,8,5,10,5,8
Glory Road,James Gartner,118 min,2006,5,3,6,8,6,5,4,5,3,3,5,5,4,4,5,4,4,8,3,9
Heavyweights,Steven Brill,100 min,1995,4,3,10,8,4,9,7,4,4,9,5,10,10,9,9,6,4,5,9,4
Rudy,David Anspaugh,114 min,1993,8,9,8,6,7,5,7,4,9,10,9,8,5,6,7,5,10,8,9,10
The Last Dragon,Michael Schultz,109 min,1985,7,10,3,9,7,9,10,8,4,4,9,4,3,9,7,6,7,9,4,3
Race,Stephen Hopkins,134 min,2016,3,10,6,4,7,5,9,5,3,5,9,10,8,3,4,10,3,9,9,4
The Phantom of the Open,Craig Roberts,106 min,2021,10,3,10,9,4,6,4,7,10,4,6,5,8,6,6,10,6,3,6,4
Bull Durham,Ron Shelton,108 min,1988,6,10,9,8,5,9,10,9,8,3,10,3,5,9,3,8,6,4,9,10
Over the Top,Menahem Golan,93 min,1987,5,7,8,9,10,3,7,6,10,4,9,7,5,4,7,10,9,9,6,9
The Way Back,Gavin O'Connor,108 min,2020,5,8,5,7,4,3,7,3,3,8,4,5,7,4,4,8,9,9,3,9
D2: The Mighty Ducks,Sam Weisman,106 min,1994,7,10,5,5,6,10,3,3,10,7,5,5,9,8,8,10,10,6,9,8
