Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
"Monsters, Inc.",Pete Docter,92 min,2001,8,3,4,4,3,10,7,4,8,6,7,5,10,9,5,9,6,3,7,3
WALL?E,Andrew Stanton,98 min,2008,5,7,9,8,4,5,7,9,3,3,4,9,6,9,9,7,5,8,10,8
The Incredibles,Brad Bird,115 min,2004,10,9,5,10,10,7,10,6,4,7,5,3,5,4,7,8,6,6,3,9
Up,Pete Docter,96 min,2009,3,5,8,6,6,8,7,7,7,8,8,9,6,6,3,4,8,10,9,10
A Bug's Life,John Lasseter,95 min,1998,9,4,7,8,7,5,8,5,4,5,10,8,8,5,7,3,5,6,4,4
DC League of Super-Pets,Jared Stern,105 min,2022,4,9,5,10,3,6,8,10,6,5,10,6,4,4,3,8,8,3,3,9
Beauty and the Beast,Gary Trousdale,84 min,1991,5,10,4,7,9,7,3,8,3,9,6,6,7,9,6,7,7,4,9,7
The Lord of the Rings: The War of the Rohirrim,Kenji Kamiyama,134 min,2024,10,8,7,8,4,3,3,6,10,3,7,8,3,6,5,10,3,5,4,8
Shrek 2,Andrew Adamson,93 min,2004,8,7,7,5,10,9,9,6,9,3,7,9,10,4,4,10,4,8,6,4
Fantastic Mr. Fox,Wes Anderson,87 min,2009,5,6,5,9,9,8,9,6,4,10,10,6,6,5,7,10,9,7,6,7
The Little Mermaid,Ron Clements,83 min,1989,8,5,10,4,3,7,10,9,8,6,4,6,10,3,5,10,4,6,7,4
Sonic the Hedgehog 3,Jeff Fowler,99min,2024,9,7,7,9,5,7,5,9,5,5,4,9,8,3,3,10,9,10,5,9
Aladdin,Ron Clements,90 min,1992,7,9,5,4,7,9,8,3,8,6,7,8,7,3,9,6,10,10,9,4
Trolls,Mike Mitchell,92 min,2016,9,6,5,9,3,6,10,10,4,10,8,6,5,7,9,5,10,4,8,8
Soul,Pete Docter,100 min,2020,9,7,6,9,8,5,7,9,3,5,6,5,6,3,8,10,10,5,6,7
The Princess and the Frog,Ron Clements,97 min,2009,5,10,3,4,9,6,7,7,4,8,8,3,6,4,3,6,10,4,10,6
Grave of the Fireflies,Isao Takahata,89 min,1988,8,4,9,9,5,10,8,4,3,8,4,6,5,9,9,4,5,4,9,7
Despicable Me,Pierre Coffin,95 min,2010,3,8,8,4,3,4,8,10,4,9,8,9,8,3,10,9,8,5,8,3
Toy Story 3,Lee Unkrich,103 min,2010,5,6,9,5,6,9,5,6,4,7,5,5,4,5,3,8,7,4,5,3
Lightyear,Angus MacLane,105 min,2022,9,10,8,5,8,6,5,9,5,5,10,4,4,4,10,6,6,4,3,10
Enchanted,Kevin Lima,107 min,2007,6,5,7,4,8,6,8,10,3,7,5,5,9,4,5,8,8,8,3,3
Toy Story 4,Josh Cooley,100 min,2019,5,7,3,5,5,6,6,9,5,8,5,4,3,10,9,3,5,6,10,8
Princess Mononoke,Hayao Miyazaki,134 min,1997,5,4,9,3,9,10,3,6,7,6,7,5,4,3,8,6,9,4,9,9
The Lego Movie,Phil Lord,100 min,2014,8,7,6,7,7,3,4,9,6,5,3,8,6,3,8,6,8,5,7,3
Elemental,Peter Sohn,93 min,2023,4,3,7,7,10,9,6,5,6,6,3,7,9,7,4,3,10,10,7,9
Legion of Super-Heroes,Jeff Wamester,83 min,2023,9,7,8,4,3,3,6,10,9,9,10,9,3,10,3,6,6,9,10,9
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,99 min,2023,10,9,5,3,3,7,4,7,4,7,10,7,9,4,7,7,8,5,8,4
"South Park: Bigger, Longer & Uncut",Trey Parker,81 min,1999,4,6,5,4,4,3,6,10,6,8,6,4,3,4,3,9,6,4,8,9
Luca,Enrico Casarosa,95 min,2021,7,8,8,8,9,7,7,5,7,4,10,6,9,7,7,6,8,5,10,9
Perfect Blue,Satoshi Kon,81 min,1997,4,8,10,8,4,9,10,4,7,5,7,4,10,3,9,3,3,7,3,7
Mulan,Tony Bancroft,87 min,1998,8,3,7,7,4,4,6,8,5,6,9,5,7,4,9,4,3,10,4,10
Raya and the Last Dragon,Don Hall,107 min,2021,4,10,4,7,3,8,9,4,9,4,3,4,10,9,7,7,8,10,6,9
Ice Age,Chris Wedge,81 min,2002,7,10,4,4,5,4,6,8,10,8,9,10,6,5,9,3,10,3,4,8
Lilo & Stitch,Dean DeBlois,85 min,2002,7,7,6,3,8,9,4,6,9,9,8,7,4,7,8,6,4,10,7,5
Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,117 min,2020,8,8,4,5,5,8,3,5,5,6,9,10,3,4,5,10,8,6,8,3
Coraline,Henry Selick,100 min,2009,9,3,9,5,9,3,9,9,3,9,7,5,7,9,5,8,5,3,4,5
Rio,Carlos Saldanha,96 min,2011,3,9,3,6,9,9,5,8,4,8,7,6,5,3,3,3,9,10,7,8
The Prince of Egypt,Brenda Chapman,99 min,1998,9,7,4,7,9,10,6,7,9,3,5,9,7,5,6,4,4,8,4,6
Ghost in the Shell,Mamoru Oshii,83min,1995,6,6,4,9,5,3,10,7,8,3,10,10,5,3,4,3,7,7,6,9
Brave,Mark Andrews,93 min,2012,8,6,9,4,6,6,8,4,9,6,5,10,9,8,10,8,7,7,10,7
Spirit: Stallion of the Cimarron,Kelly Asbury,83 min,2002,5,10,9,3,6,4,7,3,5,6,6,9,4,7,6,9,8,9,4,6
Luck,Peggy Holmes,105 min,2022,3,10,3,8,7,4,6,9,9,9,10,8,9,3,7,3,6,8,6,4
Madagascar,Eric Darnell,86 min,2005,9,4,8,10,7,3,5,10,4,7,6,5,7,9,5,10,7,10,4,5
The Mitchells vs the Machines,Michael Rianda,114 min,2021,9,10,9,7,6,9,3,7,4,8,7,9,5,6,7,3,5,6,5,7
Mufasa: The Lion King,Barry Jenkins,120min,2024,8,6,8,8,5,10,6,4,9,8,10,10,5,3,7,10,7,5,8,6
The Lorax,Chris Renaud,86 min,2012,8,4,6,5,7,6,5,7,6,6,8,9,7,4,9,9,7,3,9,3
Rango,Gore Verbinski,107 min,2011,5,9,8,8,8,5,10,9,7,6,9,3,8,3,5,5,9,3,8,5
Wreck-It Ralph,Rich Moore,101 min,2012,9,4,10,10,9,7,8,5,3,9,5,9,10,5,4,4,7,4,8,6
Incredibles 2,Brad Bird,118 min,2018,6,5,9,7,7,6,3,4,8,6,5,5,5,9,8,5,8,5,6,6
How to Train Your Dragon: The Hidden World,Dean DeBlois,104 min,2019,4,3,8,4,6,9,9,3,8,8,6,8,4,3,6,7,7,8,4,6
Frozen II,Chris Buck,103 min,2019,8,8,9,10,9,6,8,10,3,9,9,8,4,7,8,4,4,5,8,5
Who Framed Roger Rabbit,Robert Zemeckis,104 min,1988,4,3,10,4,10,7,9,5,5,6,3,3,8,4,4,3,4,4,7,5
Monsters University,Dan Scanlon,104 min,2013,4,9,4,7,6,8,6,5,6,9,10,9,8,10,7,10,5,6,5,4
Atlantis: The Lost Empire,Gary Trousdale,95 min,2001,7,6,4,5,5,10,3,9,9,6,7,7,4,7,5,5,10,6,10,6
Anastasia,Don Bluth,94 min,1997,9,8,5,4,9,8,3,6,3,9,4,4,4,7,8,9,3,10,6,9
Space Jam: A New Legacy,Malcolm D. Lee,115 min,2021,6,10,9,8,4,4,7,8,5,3,8,4,6,4,7,4,10,9,4,3
Wish,Chris Buck,95min,2023,4,5,7,9,4,4,3,4,5,8,5,10,4,10,8,4,6,4,3,7
The Emperor's New Groove,Mark Dindal,78 min,2000,6,6,3,7,8,6,7,5,8,6,7,6,9,8,10,8,8,3,6,10
Tarzan,Chris Buck,88 min,1999,5,3,9,4,5,6,8,6,3,4,9,10,7,9,8,4,10,5,3,5
Hotel Transylvania,Genndy Tartakovsky,91 min,2012,7,4,10,7,8,10,3,8,3,5,9,5,3,6,10,9,9,9,9,9
My Neighbor Totoro,Hayao Miyazaki,86 min,1988,10,6,3,7,10,9,10,4,6,4,4,4,7,9,6,3,3,5,3,4
Mad God,Phil Tippett,83 min,2021,3,5,3,3,10,8,9,3,3,3,8,10,8,6,6,5,8,9,7,6
Treasure Planet,Ron Clements,95 min,2002,8,10,6,8,10,3,6,7,9,7,4,9,5,7,10,8,6,3,6,3
Sausage Party,Greg Tiernan,89 min,2016,7,7,9,10,6,7,5,8,5,10,7,6,3,8,7,3,3,4,4,3
Monsters vs. Aliens,Rob Letterman,94 min,2009,8,7,3,10,7,3,8,9,9,8,8,8,4,5,8,3,3,5,10,5
Big Hero 6,Don Hall,102 min,2014,9,6,9,3,3,5,8,10,7,9,4,7,4,3,7,6,7,3,3,10
Minions,Kyle Balda,91 min,2015,10,4,3,6,4,5,9,8,5,8,7,5,8,8,5,4,5,7,10,4
Toy Story 2,John Lasseter,92 min,1999,5,9,7,5,4,3,5,9,5,5,4,6,7,7,3,9,9,4,3,3
FernGully: The Last Rainforest,Bill Kroyer,76 min,1992,6,9,10,9,7,6,5,4,8,8,4,5,9,3,8,5,3,5,8,10
Hotel Transylvania: Transformania,Derek Drymon,87 min,2022,9,9,9,9,5,9,7,10,10,7,7,7,7,8,7,9,5,7,6,6
Akira,Katsuhiro Ôtomo,124 min,1988,3,10,4,6,8,8,4,3,3,7,9,4,3,10,6,6,4,6,10,6
Cloudy with a Chance of Meatballs,Phil Lord,90 min,2009,6,7,5,8,6,9,4,6,5,6,3,4,4,7,9,9,5,10,9,10
Shrek the Third,Chris Miller,93 min,2007,4,6,9,3,7,5,8,4,3,6,6,6,8,3,5,10,4,6,8,7
Kung Fu Panda 3,Alessandro Carloni,95 min,2016,4,5,8,3,6,9,3,8,9,4,8,6,4,10,10,10,5,10,7,6
Robots,Chris Wedge,91 min,2005,10,10,6,7,10,8,6,7,5,7,5,5,8,10,5,7,8,6,5,6
Pocahontas,Mike Gabriel,81 min,1995,7,9,10,6,10,5,8,9,5,8,4,3,10,4,7,10,6,7,3,4
Megamind,Tom McGrath,95 min,2010,5,5,6,3,9,8,5,8,10,3,5,8,4,10,7,8,7,8,5,7
Flushed Away,David Bowers,85 min,2006,7,9,5,7,5,6,7,7,3,7,5,7,3,8,5,3,7,10,7,7
Paws of Fury: The Legend of Hank,Chris Bailey,98 min,2022,6,9,8,8,8,3,8,4,8,5,5,8,6,6,3,10,6,8,4,7
Cars 3,Brian Fee,102 min,2017,9,7,10,9,5,3,7,10,7,10,9,8,9,10,6,3,5,7,4,5
The Jungle Book,Wolfgang Reitherman,78 min,1967,5,5,4,9,10,3,3,4,8,8,6,5,10,3,5,6,10,9,7,3
Cars 2,John Lasseter,106 min,2011,7,5,10,5,9,6,6,5,6,8,8,3,3,8,10,6,5,3,3,10
Ralph Breaks the Internet,Phil Johnston,112 min,2018,8,4,10,4,8,7,3,7,6,5,6,8,10,8,4,10,4,10,10,10
The Lego Batman Movie,Chris McKay,104 min,2017,10,8,5,4,8,3,3,3,6,3,6,7,9,10,3,8,7,10,7,10
Chip 'n Dale: Rescue Rangers,Akiva Schaffer,97 min,2022,9,9,8,4,8,9,6,6,7,3,3,6,5,8,6,6,7,7,6,7
Shrek Forever After,Mike Mitchell,95 min,2010,4,9,7,8,7,3,6,7,9,6,4,5,7,3,5,6,3,10,4,6
The Hunchback of Notre Dame,Gary Trousdale,91 min,1996,10,8,10,5,10,7,4,6,6,4,3,5,5,6,3,4,8,4,5,8
The Croods: A New Age,Joel Crawford,95 min,2020,10,9,3,6,9,8,9,4,3,5,3,6,3,5,6,3,6,3,5,10
