Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,160 minutes,2007,7,6,8,8,3,6,7,9,7,6,10,10,9,9,7,10,8,8,3,5
The Thin Red Line,Terrence Malick,170 minutes,1998,8,4,5,10,7,5,6,10,6,10,10,5,5,8,7,3,9,4,10,4
First Man,Damien Chazelle,141 minutes,2018,4,7,6,6,9,8,4,9,3,7,8,7,6,8,4,10,7,6,8,5
Greyhound,Aaron Schneider,91 minutes,2020,3,3,7,8,6,4,8,10,7,3,4,6,3,10,4,10,10,3,10,3
The Post,Steven Spielberg,116 minutes,2017,10,6,5,3,10,10,4,7,5,5,8,4,3,10,8,6,10,4,9,10
Napoleon,Ridley Scott,158 minutes,2023,9,5,3,3,8,7,4,4,6,6,3,5,10,4,6,6,9,9,4,9
Judas and the Black Messiah,Shaka King,126 minutes,2021,8,9,10,10,4,3,6,8,5,9,7,5,9,4,6,10,6,4,3,4
The King's Speech,Tom Hooper,118 minutes,2010,8,3,3,7,3,8,7,8,9,8,9,6,7,4,8,9,7,5,10,6
Midway,Roland Emmerich,138 minutes,2019,3,9,8,4,7,6,9,5,10,7,6,9,9,9,6,8,9,10,7,3
Curiosa,Lou Jeunet,107 minutes,2019,10,10,3,6,10,6,8,4,4,7,7,7,5,3,8,9,9,3,4,8
The Way Back,Peter Weir,133 minutes,2010,9,6,5,10,9,7,7,4,7,10,6,5,5,7,4,4,8,4,6,6
The Patriot,Roland Emmerich,165 minutes,2010,6,5,8,7,10,4,4,3,6,6,7,10,10,7,4,10,4,8,6,5
Robin Hood,Ridley Scott,140 minutes,2021,6,9,6,4,3,8,6,6,8,4,5,9,3,6,8,6,9,7,3,3
Benedetta,Paul Verhoeven,131 minutes,2015,8,3,6,9,9,4,9,4,4,8,3,10,5,6,7,4,10,9,7,5
Bridge of Spies,Steven Spielberg,142 minutes,1995,3,7,7,3,5,5,9,6,5,7,6,10,3,6,3,5,6,9,6,9
Apollo 13,Ron Howard,140 minutes,2012,9,9,5,5,6,6,10,8,10,3,10,9,10,8,10,4,7,5,5,7
Lincoln,Steven Spielberg,150 minutes,1963,10,7,10,4,7,6,9,3,10,5,3,7,10,6,7,10,4,7,5,5
The Great Escape,John Sturges,172 minutes,2018,6,5,5,7,8,3,5,10,7,4,4,9,8,7,8,6,3,8,4,5
Outlaw King,David Mackenzie,121 minutes,2019,3,9,10,8,10,5,10,4,8,3,10,10,10,3,3,4,3,4,3,7
Harriet,Kasi Lemmons,125 minutes,2018,5,3,3,7,10,3,3,3,5,8,10,4,6,9,10,6,8,10,10,3
Mary Queen of Scots,Josie Rourke,124 minutes,2008,9,6,7,4,6,3,4,8,3,5,3,8,10,5,10,7,8,6,8,10
Defiance,Edward Zwick,137 minutes,2004,4,10,7,4,9,4,8,8,4,7,8,5,6,9,5,9,3,6,3,4
Alexander,Oliver Stone,175 minutes,2016,5,3,7,5,9,9,8,3,7,9,6,8,9,5,3,4,7,7,3,7
Deepwater Horizon,Peter Berg,107 minutes,2016,9,5,6,6,10,5,5,10,7,10,4,9,5,9,10,7,6,10,9,7
12 Strong,Nicolai Fuglsig,130 minutes,2018,4,8,7,6,8,6,10,9,8,4,7,8,9,4,4,4,9,8,8,3
The Courier,Dominic Cooke,112 minutes,2020,10,10,4,4,4,7,10,7,6,3,10,9,10,7,9,4,10,6,3,10
Munich,Steven Spielberg,164 minutes,2005,3,7,3,3,3,4,3,9,4,5,8,7,8,9,8,6,9,8,3,9
Silence,Martin Scorsese,161 minutes,2016,10,5,6,9,5,4,8,8,8,6,6,4,9,7,3,5,3,7,3,3
Straight Outta Compton,F. Gary Gray,147 minutes,2015,5,7,10,5,9,3,10,7,6,3,8,4,3,10,8,5,9,8,10,8
Public Enemies,Michael Mann,140 minutes,2009,10,8,5,3,7,7,5,5,4,8,7,10,6,3,9,9,5,9,9,5
Marie Antoinette,Sofia Coppola,123 minutes,2006,9,7,10,5,9,8,10,9,3,9,3,3,3,8,6,7,8,6,3,9
Shakespeare in Love,John Madden,123 minutes,1998,7,3,7,9,5,7,8,5,4,6,4,4,8,3,8,3,5,8,7,7
The Trial of the Chicago 7,Aaron Sorkin,130 minutes,2020,6,10,3,9,4,5,4,5,5,9,9,7,4,3,5,4,4,7,9,8
Skyggen i mit Ã¸je,Ole Bornedal,107 minutes,2021,10,6,5,10,8,9,4,6,4,9,7,5,5,8,9,3,7,10,3,3
The Ten Commandments,Cecil B. DeMille,220 minutes,1956,4,5,10,10,4,5,8,3,5,10,10,5,7,5,9,6,7,7,8,7
King Arthur,Antoine Fuqua,126 minutes,2004,10,7,7,10,6,8,5,4,6,8,9,5,9,3,7,10,7,4,3,10
Valkyrie,Bryan Singer,121 minutes,2008,10,7,3,5,3,10,9,6,8,6,10,6,7,10,3,4,3,7,3,10
In the Heart of the Sea,Ron Howard,122 minutes,2015,7,9,8,10,10,6,5,5,6,9,10,4,10,5,10,4,4,10,4,8
We Were Soldiers,Randall Wallace,138 minutes,2002,8,9,6,5,5,7,3,7,10,8,5,9,10,10,3,9,5,3,8,10
Flags of Our Fathers,Clint Eastwood,135 minutes,2006,9,10,7,10,8,5,3,3,10,7,3,5,10,10,7,8,8,8,10,10
"Lust, Caution",Ang Lee,157 minutes,2007,8,6,10,3,10,7,3,5,4,7,6,10,6,10,6,9,8,10,6,9
Gone with the Wind,Victor Fleming,221 minutes,1939,6,4,6,6,10,10,4,10,8,4,7,8,9,4,8,4,9,7,5,9
Lawrence of Arabia,David Lean,222 minutes,1962,10,10,6,10,10,5,6,4,5,7,3,9,9,6,3,10,10,3,6,4
Ben-Hur,William Wyler,212 minutes,1959,5,5,9,4,3,6,7,7,5,6,6,8,6,5,3,5,8,8,7,6
"Aguirre, the Wrath of God",Werner Herzog,94 minutes,1972,4,3,9,8,6,10,5,4,10,8,4,4,3,9,3,4,6,6,9,7
The Bridge on the River Kwai,David Lean,161 minutes,1957,3,8,10,8,3,10,8,4,4,4,7,4,10,10,5,5,7,4,8,9
Glory,Edward Zwick,122 minutes,1989,10,4,9,9,7,5,5,9,6,6,6,3,8,5,4,6,3,6,10,3
Lincoln,Steven Spielberg,150 minutes,2012,9,6,4,4,6,7,4,8,6,5,3,5,4,8,8,4,5,8,5,3
Dances with Wolves,Kevin Costner,181 minutes,1990,5,6,10,6,8,4,6,8,6,3,10,4,6,7,5,10,4,9,5,5
The General,"Clyde Bruckman, Buster Keaton",67 minutes,1926,8,6,3,7,6,9,7,3,8,8,6,3,3,8,6,4,4,6,7,6
The Last Emperor,Bernardo Bertolucci,163 minutes,1987,3,3,8,7,3,9,10,8,9,6,4,4,3,7,8,3,6,9,6,5
Amistad,Steven Spielberg,155 minutes,1997,7,7,8,9,6,8,7,4,7,5,3,9,6,4,8,10,7,7,10,8
Patton,Franklin J. Schaffner,172 minutes,1970,8,4,9,10,8,3,6,9,4,3,9,4,5,10,10,8,10,4,9,9
Gandhi,Richard Attenborough,191 minutes,1982,7,9,10,8,5,7,4,9,3,7,7,7,9,5,5,8,6,9,5,5
The Passion of the Christ,Mel Gibson,127 minutes,2004,9,10,9,6,10,10,4,3,3,8,10,7,8,6,3,5,8,3,7,5
The Pianist,Roman Polanski,150 minutes,2002,6,4,3,5,7,9,6,10,4,7,7,7,6,6,5,6,4,5,6,3
1917,Sam Mendes,119 minutes,2019,5,4,8,3,10,7,4,4,8,7,10,5,7,8,8,7,7,5,9,7
Zulu,Cy Endfield,138 minutes,1964,5,3,6,7,4,4,3,10,3,10,8,9,5,8,9,7,10,5,5,5
The Lion in Winter,Anthony Harvey,134 minutes,1968,3,3,9,3,7,9,4,9,8,8,3,10,7,7,9,6,8,7,4,6
The Other Boleyn Girl,Justin Chadwick,115 minutes,2008,4,4,5,6,10,9,9,6,4,4,10,3,9,10,3,7,4,6,8,8
Master and Commander: The Far Side of the World,Peter Weir,138 minutes,2003,4,9,10,10,3,8,8,6,8,4,5,10,5,3,7,7,3,5,10,6
Elizabeth,Shekhar Kapur,124 minutes,1998,10,9,4,10,7,6,6,7,6,6,4,3,10,10,5,9,4,7,10,3
Elizabeth: The Golden Age,Shekhar Kapur,114 minutes,2007,6,3,6,3,4,3,9,8,5,7,10,4,6,3,9,9,9,5,8,6
Spartacus,Stanley Kubrick,197 minutes,1960,10,3,8,4,4,9,7,4,4,6,4,6,9,3,10,8,8,10,7,7
The Birth of a Nation (1915),D. W. Griffith,133 minutes,1915,6,7,8,4,10,6,8,10,5,10,5,4,6,8,7,10,8,6,9,5
The Alamo (1960),John Wayne,167 minutes,1960,7,4,4,7,6,6,5,3,3,9,7,10,6,6,10,8,5,4,9,8
The Imitation Game,Morten Tyldum,113 minutes,2014,4,10,10,9,10,5,9,6,8,10,7,8,9,8,5,7,6,4,3,10
All the President's Men,Alan J. Pakula,138 minutes,1976,7,4,5,8,10,4,4,10,4,6,6,6,6,3,4,9,4,10,9,7
The Iron Lady,Phyllida Lloyd,105 minutes,2011,6,6,4,6,8,9,6,9,6,6,10,6,7,6,10,3,4,7,7,9
A Man for All Seasons,Fred Zinnemann,120 minutes,1966,4,8,3,9,4,7,3,6,4,4,8,6,7,8,5,7,9,3,9,7
Selma,Ava DuVernay,128 minutes,2014,7,4,7,8,8,3,9,7,8,3,10,8,6,8,5,9,9,8,4,8
The Social Network,David Fincher,121 minutes,2010,8,10,9,5,5,5,4,10,4,8,6,4,8,9,9,5,8,7,7,9
Bonnie and Clyde,Arthur Penn,121 minutes,1967,4,10,6,3,4,3,4,9,5,5,3,3,8,8,5,6,9,3,7,10
The Battle of Algiers,Gillo Pontecorvo,121 minutes,1966,5,6,9,7,4,3,6,3,7,7,8,3,4,8,4,6,9,3,7,9
Hotel Rwanda,Terry George,141 minutes,2004,10,5,8,10,6,9,5,4,10,10,8,5,10,8,5,4,9,8,5,6
The Killing Fields,Roland Joffé,132 minutes,1984,5,3,8,8,5,8,6,3,5,10,6,6,10,9,10,10,6,5,10,3
Chaplin,Richard Attenborough,144 minutes,1992,7,3,10,3,9,7,5,7,5,3,9,3,8,5,3,5,7,8,9,7
Frost/Nixon,Ron Howard,150 minutes,2008,9,6,7,8,3,7,4,3,5,5,7,10,5,7,3,4,3,5,9,4
The Duchess,Peter Morgan,110 minutes,2009,7,3,5,8,7,9,5,6,3,4,4,3,6,3,8,10,5,4,10,10
Young Victoria,Saul Dibb,106 minutes,2006,8,7,8,4,5,5,5,8,6,6,5,9,9,4,7,8,4,9,8,10
The Queen,Jean-Marc Vallée,103 minutes,1975,6,9,10,8,6,5,3,3,6,6,9,3,5,5,7,8,8,7,7,9
The Man Who Would Be King,Stephen Frears,129 minutes,1981,7,9,7,9,3,9,6,4,5,6,4,5,8,9,6,7,9,6,6,10
Reds,John Huston,194 minutes,2003,3,3,6,4,5,5,7,6,3,6,5,8,4,3,6,7,10,10,7,8
Barry Lyndon,Warren Beatty,187 minutes,2006,4,8,9,4,4,9,4,9,7,5,3,4,4,5,3,7,6,9,8,7
The Last Samurai,Stanley Kubrick,154 minutes,2006,6,9,10,7,9,5,9,8,5,5,3,5,3,8,6,5,3,5,10,5
Letters from Iwo Jima,Edward Zwick,141 minutes,1977,4,5,5,7,3,3,8,7,5,10,6,4,10,8,9,6,3,6,7,6
A Bridge Too Far,Clint Eastwood,175 minutes,1983,6,3,3,4,7,5,9,5,4,10,7,9,6,6,10,3,9,9,6,10
The Right Stuff,Richard Attenborough,193 minutes,2013,8,9,7,7,7,9,10,7,10,4,8,3,8,3,4,3,3,3,4,3
42,Philip Kaufman,128 minutes,2005,5,10,3,10,3,10,8,10,4,7,10,3,4,5,9,9,8,6,6,4
Cinderella Man,Brian Helgeland,144 minutes,1980,5,10,10,3,5,8,8,6,3,10,5,4,10,9,3,6,6,10,10,4
The Elephant Man,Ron Howard,131 minutes,2013,8,4,9,4,9,5,3,6,8,6,5,5,6,7,6,3,10,6,10,5
